Key,Base,Language,Translation
"app_name","Universal Installer","ar",""
"download_notif_running_text","%1$s / %2$s · %3$d%%","ar",""
"source_action_browse_packages_sub",".APK · .APK+ · .XAPK · .APKS · .APKM","ar",""
"obb_copy_progress","%1$s / %2$s · %3$d%%","ar",""
"obb_notif_running_text","%d%%","ar",""
"apk_info_version_detail","%1$s (%2$d)","ar",""
"uninstall_current_sort_summary","%1$s %2$s","ar",""
"setting_shizuku_installer_preset_play","Google Play Store","ar",""
"setting_shizuku_installer_preset_aurora","Aurora Store","ar",""
"setting_shizuku_installer_preset_fdroid","F-Droid","ar",""
"setting_shizuku_installer_preset_amazon","Amazon Appstore","ar",""
"setting_shizuku_installer_preset_samsung","Samsung Galaxy Store","ar",""
"setting_shizuku_installer_preset_huawei","Huawei AppGallery","ar",""
"setting_shizuku_installer_preset_xiaomi","Xiaomi GetApps","ar",""
"setting_about_app_name","Universal Installer","ar",""
"setting_github_title","GitHub","ar",""
"setting_telegram_title","Telegram","ar",""
"setting_website_subtitle","universal-installer.pwhs.app","ar",""
"setting_rate_title","Rate App","ar",""
"about_creator_subtitle","Pass With High Score","ar",""
"about_license_subtitle","GNU GPL v3","ar",""
"about_btn_ok","OK","ar",""
"installer_mode_shizuku","Shizuku","ar",""
"installer_mode_root","Root","ar",""
"tv_sync_screen_title","Send to TV","ar",""
"tv_sync_hero_title","Send an app to your TV","ar",""
"tv_sync_instructions","On the TV, open Universal Installer → Install, then scan the QR shown there.","ar",""
"tv_sync_btn_scan","Scan TV QR","ar",""
"tv_sync_prompt_scan","Scan the QR on your TV","ar",""
"tv_sync_status_connected","Connected to %1$s","ar",""
"tv_sync_btn_choose_apk","Choose APK to send","ar",""
"tv_sync_btn_rescan","Scan a different TV","ar",""
"tv_sync_status_sending","Sending…","ar",""
"tv_sync_status_sent","Sent ✓ — confirm the install on your TV","ar",""
"tv_sync_status_failed","Failed: %1$s","ar",""
"sync_storage_permission_title","Storage Permission Required","ar",""
"sync_storage_permission_message","Sync Server needs full storage access to share and manage APK files. Please grant \""All files access\"" in Settings.","ar",""
"sync_open_settings","Open Settings","ar",""
"sync_qr_code_title","Scan QR Code","ar",""
"sync_qr_code_message","Open your camera and scan this code to access the server.","ar",""
"sync_close","Close","ar",""
"sync_server_offline","Server Offline","ar",""
"sync_server_starting","Starting…","ar",""
"sync_server_online","Server Online","ar",""
"sync_server_error","Error","ar",""
"sync_hero_subtitle","Share APK files to other devices on the same Wi-Fi network.","ar",""
"sync_server_mode","Server Mode","ar",""
"sync_server_running","Running","ar",""
"sync_server_tap_to_start","Tap to start","ar",""
"sync_server_settings","Server Settings","ar",""
"sync_port","Port","ar",""
"sync_require_pin","Require PIN","ar",""
"sync_require_pin_subtitle","Guard transfers with a password","ar",""
"sync_pin_code","PIN Code","ar",""
"sync_active_downloads","Active Downloads","ar",""
"sync_active_downloads_count","%d downloading","ar",""
"sync_no_active_downloads","No active downloads","ar",""
"sync_server_url","Server URL","ar",""
"sync_active_transfer","Active Transfer","ar",""
"sync_active_transfers_count","Active Transfers (%d)","ar",""
"sync_add_files_to_share","Add Files to Share","ar",""
"sync_shared_files_count","Shared Files (%1$d)","ar",""
"sync_empty_state_message","Turn on the server to start sharing files","ar",""
"sync_delete_cd","Delete","ar",""
"sync_percentage","%1$d%%","ar",""
"sync_transfer_progress","%1$s / %2$s","ar",""
"sync_toast_added_skipped","Added %1$d file(s), skipped %2$d unsupported","ar",""
"sync_toast_added","Added %1$d file(s) to Sync Folder","ar",""
"sync_toast_unsupported","No supported package files selected (apk, apk+, apks, xapk, apkm, zip)","ar",""
"sync_toast_failed","Failed to copy files","ar",""
"file_size_gb","%1$.1f GB","ar",""
"file_size_mb","%1$.1f MB","ar",""
"file_size_kb","%1$.0f KB","ar",""
"file_size_b","%1$d B","ar",""
"setting_retry_root","Retry Root Probe","ar",""
"setting_section_interface","Interface","ar",""
"setting_section_security","Security","ar",""
"setting_lock_install_title","Lock Installations","ar",""
"setting_lock_install_subtitle","Require biometric to confirm install","ar",""
"setting_lock_uninstall_title","Lock Uninstalls","ar",""
"setting_lock_uninstall_subtitle","Require biometric to confirm uninstall","ar",""
"setting_biometric_unavailable","No biometric or device lock set up on this device.","ar",""
"setting_section_sync_short","Sync","ar",""
"setting_sync_control_panel","Sync Control Panel","ar",""
"setting_section_advanced","Advanced","ar",""
"setting_vt_api_key_title","VirusTotal API Key","ar",""
"setting_vt_api_key_placeholder","Paste API key here…","ar",""
"setting_diagnostics_title","Diagnostics","ar",""
"setting_installer_package_title","Installer Package","ar",""
"backup_settings_title","Backup Settings","ar",""
"backup_output_path","Output Path","ar",""
"backup_filename_template","Filename Template","ar",""
"backup_tags_hint","Tags: {name}, {pkg}, {version}, {code}","ar",""
"app_name","Universal Installer","de",""
"download_notif_running_text","%1$s / %2$s · %3$d%%","de",""
"source_action_browse_packages_sub",".APK · .APK+ · .XAPK · .APKS · .APKM","de",""
"obb_copy_progress","%1$s / %2$s · %3$d%%","de",""
"obb_notif_running_text","%d%%","de",""
"apk_info_version_detail","%1$s (%2$d)","de",""
"uninstall_current_sort_summary","%1$s %2$s","de",""
"setting_shizuku_installer_preset_play","Google Play Store","de",""
"setting_shizuku_installer_preset_aurora","Aurora Store","de",""
"setting_shizuku_installer_preset_fdroid","F-Droid","de",""
"setting_shizuku_installer_preset_amazon","Amazon Appstore","de",""
"setting_shizuku_installer_preset_samsung","Samsung Galaxy Store","de",""
"setting_shizuku_installer_preset_huawei","Huawei AppGallery","de",""
"setting_shizuku_installer_preset_xiaomi","Xiaomi GetApps","de",""
"setting_about_app_name","Universal Installer","de",""
"setting_github_title","GitHub","de",""
"setting_telegram_title","Telegram","de",""
"setting_website_subtitle","universal-installer.pwhs.app","de",""
"setting_rate_title","Rate App","de",""
"about_creator_subtitle","Pass With High Score","de",""
"about_license_subtitle","GNU GPL v3","de",""
"about_btn_ok","OK","de",""
"installer_mode_shizuku","Shizuku","de",""
"installer_mode_root","Root","de",""
"tv_sync_screen_title","Send to TV","de",""
"tv_sync_hero_title","Send an app to your TV","de",""
"tv_sync_instructions","On the TV, open Universal Installer → Install, then scan the QR shown there.","de",""
"tv_sync_btn_scan","Scan TV QR","de",""
"tv_sync_prompt_scan","Scan the QR on your TV","de",""
"tv_sync_status_connected","Connected to %1$s","de",""
"tv_sync_btn_choose_apk","Choose APK to send","de",""
"tv_sync_btn_rescan","Scan a different TV","de",""
"tv_sync_status_sending","Sending…","de",""
"tv_sync_status_sent","Sent ✓ — confirm the install on your TV","de",""
"tv_sync_status_failed","Failed: %1$s","de",""
"sync_storage_permission_title","Storage Permission Required","de",""
"sync_storage_permission_message","Sync Server needs full storage access to share and manage APK files. Please grant \""All files access\"" in Settings.","de",""
"sync_open_settings","Open Settings","de",""
"sync_qr_code_title","Scan QR Code","de",""
"sync_qr_code_message","Open your camera and scan this code to access the server.","de",""
"sync_close","Close","de",""
"sync_server_offline","Server Offline","de",""
"sync_server_starting","Starting…","de",""
"sync_server_online","Server Online","de",""
"sync_server_error","Error","de",""
"sync_hero_subtitle","Share APK files to other devices on the same Wi-Fi network.","de",""
"sync_server_mode","Server Mode","de",""
"sync_server_running","Running","de",""
"sync_server_tap_to_start","Tap to start","de",""
"sync_server_settings","Server Settings","de",""
"sync_port","Port","de",""
"sync_require_pin","Require PIN","de",""
"sync_require_pin_subtitle","Guard transfers with a password","de",""
"sync_pin_code","PIN Code","de",""
"sync_active_downloads","Active Downloads","de",""
"sync_active_downloads_count","%d downloading","de",""
"sync_no_active_downloads","No active downloads","de",""
"sync_server_url","Server URL","de",""
"sync_active_transfer","Active Transfer","de",""
"sync_active_transfers_count","Active Transfers (%d)","de",""
"sync_add_files_to_share","Add Files to Share","de",""
"sync_shared_files_count","Shared Files (%1$d)","de",""
"sync_empty_state_message","Turn on the server to start sharing files","de",""
"sync_delete_cd","Delete","de",""
"sync_percentage","%1$d%%","de",""
"sync_transfer_progress","%1$s / %2$s","de",""
"sync_toast_added_skipped","Added %1$d file(s), skipped %2$d unsupported","de",""
"sync_toast_added","Added %1$d file(s) to Sync Folder","de",""
"sync_toast_unsupported","No supported package files selected (apk, apk+, apks, xapk, apkm, zip)","de",""
"sync_toast_failed","Failed to copy files","de",""
"file_size_gb","%1$.1f GB","de",""
"file_size_mb","%1$.1f MB","de",""
"file_size_kb","%1$.0f KB","de",""
"file_size_b","%1$d B","de",""
"setting_retry_root","Retry Root Probe","de",""
"setting_section_interface","Interface","de",""
"setting_section_security","Security","de",""
"setting_lock_install_title","Lock Installations","de",""
"setting_lock_install_subtitle","Require biometric to confirm install","de",""
"setting_lock_uninstall_title","Lock Uninstalls","de",""
"setting_lock_uninstall_subtitle","Require biometric to confirm uninstall","de",""
"setting_biometric_unavailable","No biometric or device lock set up on this device.","de",""
"setting_section_sync_short","Sync","de",""
"setting_sync_control_panel","Sync Control Panel","de",""
"setting_section_advanced","Advanced","de",""
"setting_vt_api_key_title","VirusTotal API Key","de",""
"setting_vt_api_key_placeholder","Paste API key here…","de",""
"setting_diagnostics_title","Diagnostics","de",""
"setting_installer_package_title","Installer Package","de",""
"backup_settings_title","Backup Settings","de",""
"backup_output_path","Output Path","de",""
"backup_filename_template","Filename Template","de",""
"backup_tags_hint","Tags: {name}, {pkg}, {version}, {code}","de",""
"app_name","Universal Installer","el",""
"download_notif_running_text","%1$s / %2$s · %3$d%%","el",""
"source_action_browse_packages_sub",".APK · .APK+ · .XAPK · .APKS · .APKM","el",""
"obb_copy_progress","%1$s / %2$s · %3$d%%","el",""
"obb_notif_running_text","%d%%","el",""
"apk_info_version_detail","%1$s (%2$d)","el",""
"uninstall_current_sort_summary","%1$s %2$s","el",""
"setting_shizuku_installer_preset_play","Google Play Store","el",""
"setting_shizuku_installer_preset_aurora","Aurora Store","el",""
"setting_shizuku_installer_preset_fdroid","F-Droid","el",""
"setting_shizuku_installer_preset_amazon","Amazon Appstore","el",""
"setting_shizuku_installer_preset_samsung","Samsung Galaxy Store","el",""
"setting_shizuku_installer_preset_huawei","Huawei AppGallery","el",""
"setting_shizuku_installer_preset_xiaomi","Xiaomi GetApps","el",""
"setting_about_app_name","Universal Installer","el",""
"setting_github_title","GitHub","el",""
"setting_telegram_title","Telegram","el",""
"setting_website_subtitle","universal-installer.pwhs.app","el",""
"setting_rate_title","Rate App","el",""
"about_creator_subtitle","Pass With High Score","el",""
"about_license_subtitle","GNU GPL v3","el",""
"about_btn_ok","OK","el",""
"installer_mode_shizuku","Shizuku","el",""
"installer_mode_root","Root","el",""
"tv_sync_screen_title","Send to TV","el",""
"tv_sync_hero_title","Send an app to your TV","el",""
"tv_sync_instructions","On the TV, open Universal Installer → Install, then scan the QR shown there.","el",""
"tv_sync_btn_scan","Scan TV QR","el",""
"tv_sync_prompt_scan","Scan the QR on your TV","el",""
"tv_sync_status_connected","Connected to %1$s","el",""
"tv_sync_btn_choose_apk","Choose APK to send","el",""
"tv_sync_btn_rescan","Scan a different TV","el",""
"tv_sync_status_sending","Sending…","el",""
"tv_sync_status_sent","Sent ✓ — confirm the install on your TV","el",""
"tv_sync_status_failed","Failed: %1$s","el",""
"sync_storage_permission_title","Storage Permission Required","el",""
"sync_storage_permission_message","Sync Server needs full storage access to share and manage APK files. Please grant \""All files access\"" in Settings.","el",""
"sync_open_settings","Open Settings","el",""
"sync_qr_code_title","Scan QR Code","el",""
"sync_qr_code_message","Open your camera and scan this code to access the server.","el",""
"sync_close","Close","el",""
"sync_server_offline","Server Offline","el",""
"sync_server_starting","Starting…","el",""
"sync_server_online","Server Online","el",""
"sync_server_error","Error","el",""
"sync_hero_subtitle","Share APK files to other devices on the same Wi-Fi network.","el",""
"sync_server_mode","Server Mode","el",""
"sync_server_running","Running","el",""
"sync_server_tap_to_start","Tap to start","el",""
"sync_server_settings","Server Settings","el",""
"sync_port","Port","el",""
"sync_require_pin","Require PIN","el",""
"sync_require_pin_subtitle","Guard transfers with a password","el",""
"sync_pin_code","PIN Code","el",""
"sync_active_downloads","Active Downloads","el",""
"sync_active_downloads_count","%d downloading","el",""
"sync_no_active_downloads","No active downloads","el",""
"sync_server_url","Server URL","el",""
"sync_active_transfer","Active Transfer","el",""
"sync_active_transfers_count","Active Transfers (%d)","el",""
"sync_add_files_to_share","Add Files to Share","el",""
"sync_shared_files_count","Shared Files (%1$d)","el",""
"sync_empty_state_message","Turn on the server to start sharing files","el",""
"sync_delete_cd","Delete","el",""
"sync_percentage","%1$d%%","el",""
"sync_transfer_progress","%1$s / %2$s","el",""
"sync_toast_added_skipped","Added %1$d file(s), skipped %2$d unsupported","el",""
"sync_toast_added","Added %1$d file(s) to Sync Folder","el",""
"sync_toast_unsupported","No supported package files selected (apk, apk+, apks, xapk, apkm, zip)","el",""
"sync_toast_failed","Failed to copy files","el",""
"file_size_gb","%1$.1f GB","el",""
"file_size_mb","%1$.1f MB","el",""
"file_size_kb","%1$.0f KB","el",""
"file_size_b","%1$d B","el",""
"setting_retry_root","Retry Root Probe","el",""
"setting_section_interface","Interface","el",""
"setting_section_security","Security","el",""
"setting_lock_install_title","Lock Installations","el",""
"setting_lock_install_subtitle","Require biometric to confirm install","el",""
"setting_lock_uninstall_title","Lock Uninstalls","el",""
"setting_lock_uninstall_subtitle","Require biometric to confirm uninstall","el",""
"setting_biometric_unavailable","No biometric or device lock set up on this device.","el",""
"setting_section_sync_short","Sync","el",""
"setting_sync_control_panel","Sync Control Panel","el",""
"setting_section_advanced","Advanced","el",""
"setting_vt_api_key_title","VirusTotal API Key","el",""
"setting_vt_api_key_placeholder","Paste API key here…","el",""
"setting_diagnostics_title","Diagnostics","el",""
"setting_installer_package_title","Installer Package","el",""
"backup_settings_title","Backup Settings","el",""
"backup_output_path","Output Path","el",""
"backup_filename_template","Filename Template","el",""
"backup_tags_hint","Tags: {name}, {pkg}, {version}, {code}","el",""
"app_name","Universal Installer","es",""
"download_notif_running_text","%1$s / %2$s · %3$d%%","es",""
"source_action_browse_packages_sub",".APK · .APK+ · .XAPK · .APKS · .APKM","es",""
"obb_copy_progress","%1$s / %2$s · %3$d%%","es",""
"obb_notif_running_text","%d%%","es",""
"apk_info_version_detail","%1$s (%2$d)","es",""
"uninstall_current_sort_summary","%1$s %2$s","es",""
"setting_shizuku_installer_preset_play","Google Play Store","es",""
"setting_shizuku_installer_preset_aurora","Aurora Store","es",""
"setting_shizuku_installer_preset_fdroid","F-Droid","es",""
"setting_shizuku_installer_preset_amazon","Amazon Appstore","es",""
"setting_shizuku_installer_preset_samsung","Samsung Galaxy Store","es",""
"setting_shizuku_installer_preset_huawei","Huawei AppGallery","es",""
"setting_shizuku_installer_preset_xiaomi","Xiaomi GetApps","es",""
"setting_about_app_name","Universal Installer","es",""
"setting_github_title","GitHub","es",""
"setting_telegram_title","Telegram","es",""
"setting_website_subtitle","universal-installer.pwhs.app","es",""
"setting_rate_title","Rate App","es",""
"about_creator_subtitle","Pass With High Score","es",""
"about_license_subtitle","GNU GPL v3","es",""
"about_btn_ok","OK","es",""
"installer_mode_shizuku","Shizuku","es",""
"installer_mode_root","Root","es",""
"tv_sync_screen_title","Send to TV","es",""
"tv_sync_hero_title","Send an app to your TV","es",""
"tv_sync_instructions","On the TV, open Universal Installer → Install, then scan the QR shown there.","es",""
"tv_sync_btn_scan","Scan TV QR","es",""
"tv_sync_prompt_scan","Scan the QR on your TV","es",""
"tv_sync_status_connected","Connected to %1$s","es",""
"tv_sync_btn_choose_apk","Choose APK to send","es",""
"tv_sync_btn_rescan","Scan a different TV","es",""
"tv_sync_status_sending","Sending…","es",""
"tv_sync_status_sent","Sent ✓ — confirm the install on your TV","es",""
"tv_sync_status_failed","Failed: %1$s","es",""
"sync_storage_permission_title","Storage Permission Required","es",""
"sync_storage_permission_message","Sync Server needs full storage access to share and manage APK files. Please grant \""All files access\"" in Settings.","es",""
"sync_open_settings","Open Settings","es",""
"sync_qr_code_title","Scan QR Code","es",""
"sync_qr_code_message","Open your camera and scan this code to access the server.","es",""
"sync_close","Close","es",""
"sync_server_offline","Server Offline","es",""
"sync_server_starting","Starting…","es",""
"sync_server_online","Server Online","es",""
"sync_server_error","Error","es",""
"sync_hero_subtitle","Share APK files to other devices on the same Wi-Fi network.","es",""
"sync_server_mode","Server Mode","es",""
"sync_server_running","Running","es",""
"sync_server_tap_to_start","Tap to start","es",""
"sync_server_settings","Server Settings","es",""
"sync_port","Port","es",""
"sync_require_pin","Require PIN","es",""
"sync_require_pin_subtitle","Guard transfers with a password","es",""
"sync_pin_code","PIN Code","es",""
"sync_active_downloads","Active Downloads","es",""
"sync_active_downloads_count","%d downloading","es",""
"sync_no_active_downloads","No active downloads","es",""
"sync_server_url","Server URL","es",""
"sync_active_transfer","Active Transfer","es",""
"sync_active_transfers_count","Active Transfers (%d)","es",""
"sync_add_files_to_share","Add Files to Share","es",""
"sync_shared_files_count","Shared Files (%1$d)","es",""
"sync_empty_state_message","Turn on the server to start sharing files","es",""
"sync_delete_cd","Delete","es",""
"sync_percentage","%1$d%%","es",""
"sync_transfer_progress","%1$s / %2$s","es",""
"sync_toast_added_skipped","Added %1$d file(s), skipped %2$d unsupported","es",""
"sync_toast_added","Added %1$d file(s) to Sync Folder","es",""
"sync_toast_unsupported","No supported package files selected (apk, apk+, apks, xapk, apkm, zip)","es",""
"sync_toast_failed","Failed to copy files","es",""
"file_size_gb","%1$.1f GB","es",""
"file_size_mb","%1$.1f MB","es",""
"file_size_kb","%1$.0f KB","es",""
"file_size_b","%1$d B","es",""
"setting_retry_root","Retry Root Probe","es",""
"setting_section_interface","Interface","es",""
"setting_section_security","Security","es",""
"setting_lock_install_title","Lock Installations","es",""
"setting_lock_install_subtitle","Require biometric to confirm install","es",""
"setting_lock_uninstall_title","Lock Uninstalls","es",""
"setting_lock_uninstall_subtitle","Require biometric to confirm uninstall","es",""
"setting_biometric_unavailable","No biometric or device lock set up on this device.","es",""
"setting_section_sync_short","Sync","es",""
"setting_sync_control_panel","Sync Control Panel","es",""
"setting_section_advanced","Advanced","es",""
"setting_vt_api_key_title","VirusTotal API Key","es",""
"setting_vt_api_key_placeholder","Paste API key here…","es",""
"setting_diagnostics_title","Diagnostics","es",""
"setting_installer_package_title","Installer Package","es",""
"backup_settings_title","Backup Settings","es",""
"backup_output_path","Output Path","es",""
"backup_filename_template","Filename Template","es",""
"backup_tags_hint","Tags: {name}, {pkg}, {version}, {code}","es",""
"app_name","Universal Installer","fr",""
"download_notif_running_text","%1$s / %2$s · %3$d%%","fr",""
"source_action_browse_packages_sub",".APK · .APK+ · .XAPK · .APKS · .APKM","fr",""
"obb_copy_progress","%1$s / %2$s · %3$d%%","fr",""
"obb_notif_running_text","%d%%","fr",""
"apk_info_version_detail","%1$s (%2$d)","fr",""
"uninstall_current_sort_summary","%1$s %2$s","fr",""
"setting_shizuku_installer_preset_play","Google Play Store","fr",""
"setting_shizuku_installer_preset_aurora","Aurora Store","fr",""
"setting_shizuku_installer_preset_fdroid","F-Droid","fr",""
"setting_shizuku_installer_preset_amazon","Amazon Appstore","fr",""
"setting_shizuku_installer_preset_samsung","Samsung Galaxy Store","fr",""
"setting_shizuku_installer_preset_huawei","Huawei AppGallery","fr",""
"setting_shizuku_installer_preset_xiaomi","Xiaomi GetApps","fr",""
"setting_about_app_name","Universal Installer","fr",""
"setting_github_title","GitHub","fr",""
"setting_telegram_title","Telegram","fr",""
"setting_website_subtitle","universal-installer.pwhs.app","fr",""
"setting_rate_title","Rate App","fr",""
"about_creator_subtitle","Pass With High Score","fr",""
"about_license_subtitle","GNU GPL v3","fr",""
"about_btn_ok","OK","fr",""
"installer_mode_shizuku","Shizuku","fr",""
"installer_mode_root","Root","fr",""
"tv_sync_screen_title","Send to TV","fr",""
"tv_sync_hero_title","Send an app to your TV","fr",""
"tv_sync_instructions","On the TV, open Universal Installer → Install, then scan the QR shown there.","fr",""
"tv_sync_btn_scan","Scan TV QR","fr",""
"tv_sync_prompt_scan","Scan the QR on your TV","fr",""
"tv_sync_status_connected","Connected to %1$s","fr",""
"tv_sync_btn_choose_apk","Choose APK to send","fr",""
"tv_sync_btn_rescan","Scan a different TV","fr",""
"tv_sync_status_sending","Sending…","fr",""
"tv_sync_status_sent","Sent ✓ — confirm the install on your TV","fr",""
"tv_sync_status_failed","Failed: %1$s","fr",""
"sync_storage_permission_title","Storage Permission Required","fr",""
"sync_storage_permission_message","Sync Server needs full storage access to share and manage APK files. Please grant \""All files access\"" in Settings.","fr",""
"sync_open_settings","Open Settings","fr",""
"sync_qr_code_title","Scan QR Code","fr",""
"sync_qr_code_message","Open your camera and scan this code to access the server.","fr",""
"sync_close","Close","fr",""
"sync_server_offline","Server Offline","fr",""
"sync_server_starting","Starting…","fr",""
"sync_server_online","Server Online","fr",""
"sync_server_error","Error","fr",""
"sync_hero_subtitle","Share APK files to other devices on the same Wi-Fi network.","fr",""
"sync_server_mode","Server Mode","fr",""
"sync_server_running","Running","fr",""
"sync_server_tap_to_start","Tap to start","fr",""
"sync_server_settings","Server Settings","fr",""
"sync_port","Port","fr",""
"sync_require_pin","Require PIN","fr",""
"sync_require_pin_subtitle","Guard transfers with a password","fr",""
"sync_pin_code","PIN Code","fr",""
"sync_active_downloads","Active Downloads","fr",""
"sync_active_downloads_count","%d downloading","fr",""
"sync_no_active_downloads","No active downloads","fr",""
"sync_server_url","Server URL","fr",""
"sync_active_transfer","Active Transfer","fr",""
"sync_active_transfers_count","Active Transfers (%d)","fr",""
"sync_add_files_to_share","Add Files to Share","fr",""
"sync_shared_files_count","Shared Files (%1$d)","fr",""
"sync_empty_state_message","Turn on the server to start sharing files","fr",""
"sync_delete_cd","Delete","fr",""
"sync_percentage","%1$d%%","fr",""
"sync_transfer_progress","%1$s / %2$s","fr",""
"sync_toast_added_skipped","Added %1$d file(s), skipped %2$d unsupported","fr",""
"sync_toast_added","Added %1$d file(s) to Sync Folder","fr",""
"sync_toast_unsupported","No supported package files selected (apk, apk+, apks, xapk, apkm, zip)","fr",""
"sync_toast_failed","Failed to copy files","fr",""
"file_size_gb","%1$.1f GB","fr",""
"file_size_mb","%1$.1f MB","fr",""
"file_size_kb","%1$.0f KB","fr",""
"file_size_b","%1$d B","fr",""
"setting_retry_root","Retry Root Probe","fr",""
"setting_section_interface","Interface","fr",""
"setting_section_security","Security","fr",""
"setting_lock_install_title","Lock Installations","fr",""
"setting_lock_install_subtitle","Require biometric to confirm install","fr",""
"setting_lock_uninstall_title","Lock Uninstalls","fr",""
"setting_lock_uninstall_subtitle","Require biometric to confirm uninstall","fr",""
"setting_biometric_unavailable","No biometric or device lock set up on this device.","fr",""
"setting_section_sync_short","Sync","fr",""
"setting_sync_control_panel","Sync Control Panel","fr",""
"setting_section_advanced","Advanced","fr",""
"setting_vt_api_key_title","VirusTotal API Key","fr",""
"setting_vt_api_key_placeholder","Paste API key here…","fr",""
"setting_diagnostics_title","Diagnostics","fr",""
"setting_installer_package_title","Installer Package","fr",""
"backup_settings_title","Backup Settings","fr",""
"backup_output_path","Output Path","fr",""
"backup_filename_template","Filename Template","fr",""
"backup_tags_hint","Tags: {name}, {pkg}, {version}, {code}","fr",""
"app_name","Universal Installer","hi",""
"download_notif_running_text","%1$s / %2$s · %3$d%%","hi",""
"source_action_browse_packages_sub",".APK · .APK+ · .XAPK · .APKS · .APKM","hi",""
"obb_copy_progress","%1$s / %2$s · %3$d%%","hi",""
"obb_notif_running_text","%d%%","hi",""
"apk_info_version_detail","%1$s (%2$d)","hi",""
"uninstall_current_sort_summary","%1$s %2$s","hi",""
"setting_shizuku_installer_preset_play","Google Play Store","hi",""
"setting_shizuku_installer_preset_aurora","Aurora Store","hi",""
"setting_shizuku_installer_preset_fdroid","F-Droid","hi",""
"setting_shizuku_installer_preset_amazon","Amazon Appstore","hi",""
"setting_shizuku_installer_preset_samsung","Samsung Galaxy Store","hi",""
"setting_shizuku_installer_preset_huawei","Huawei AppGallery","hi",""
"setting_shizuku_installer_preset_xiaomi","Xiaomi GetApps","hi",""
"setting_about_app_name","Universal Installer","hi",""
"setting_github_title","GitHub","hi",""
"setting_telegram_title","Telegram","hi",""
"setting_website_subtitle","universal-installer.pwhs.app","hi",""
"setting_rate_title","Rate App","hi",""
"about_creator_subtitle","Pass With High Score","hi",""
"about_license_subtitle","GNU GPL v3","hi",""
"about_btn_ok","OK","hi",""
"installer_mode_shizuku","Shizuku","hi",""
"installer_mode_root","Root","hi",""
"tv_sync_screen_title","Send to TV","hi",""
"tv_sync_hero_title","Send an app to your TV","hi",""
"tv_sync_instructions","On the TV, open Universal Installer → Install, then scan the QR shown there.","hi",""
"tv_sync_btn_scan","Scan TV QR","hi",""
"tv_sync_prompt_scan","Scan the QR on your TV","hi",""
"tv_sync_status_connected","Connected to %1$s","hi",""
"tv_sync_btn_choose_apk","Choose APK to send","hi",""
"tv_sync_btn_rescan","Scan a different TV","hi",""
"tv_sync_status_sending","Sending…","hi",""
"tv_sync_status_sent","Sent ✓ — confirm the install on your TV","hi",""
"tv_sync_status_failed","Failed: %1$s","hi",""
"sync_storage_permission_title","Storage Permission Required","hi",""
"sync_storage_permission_message","Sync Server needs full storage access to share and manage APK files. Please grant \""All files access\"" in Settings.","hi",""
"sync_open_settings","Open Settings","hi",""
"sync_qr_code_title","Scan QR Code","hi",""
"sync_qr_code_message","Open your camera and scan this code to access the server.","hi",""
"sync_close","Close","hi",""
"sync_server_offline","Server Offline","hi",""
"sync_server_starting","Starting…","hi",""
"sync_server_online","Server Online","hi",""
"sync_server_error","Error","hi",""
"sync_hero_subtitle","Share APK files to other devices on the same Wi-Fi network.","hi",""
"sync_server_mode","Server Mode","hi",""
"sync_server_running","Running","hi",""
"sync_server_tap_to_start","Tap to start","hi",""
"sync_server_settings","Server Settings","hi",""
"sync_port","Port","hi",""
"sync_require_pin","Require PIN","hi",""
"sync_require_pin_subtitle","Guard transfers with a password","hi",""
"sync_pin_code","PIN Code","hi",""
"sync_active_downloads","Active Downloads","hi",""
"sync_active_downloads_count","%d downloading","hi",""
